rank,score,sharpe,profit_factor,win_rate,trades,total_return,max_drawdown,avg_hold,use_slope,use_trend_sep,use_vcp,use_breakout,use_orb,use_rsi_rise,use_rsi_delta,use_rsi_lvl,use_adx,use_52w_high,use_ma20
223,22.405,3.7089,6.0409,0.6747,1408,7031.21,-7.38,3.39,1,1,0,0,1,0,0,1,0,1,0
224,22.405,3.7089,6.0409,0.6747,1408,7031.21,-7.38,3.39,1,1,0,0,1,0,0,1,0,1,1
225,22.405,3.7089,6.0409,0.6747,1408,7031.21,-7.38,3.39,1,1,0,0,1,1,0,1,0,1,0
226,22.405,3.7089,6.0409,0.6747,1408,7031.21,-7.38,3.39,1,1,0,0,1,1,0,1,0,1,1
227,22.2647,3.5102,6.3429,0.6701,1373,4862.11,-7.03,3.23,0,0,0,0,1,0,1,0,1,1,1
228,22.2647,3.5102,6.3429,0.6701,1373,4862.11,-7.03,3.23,0,0,0,0,1,1,1,0,1,1,1
229,22.1392,3.3065,6.6957,0.6553,1439,8119.64,-8.33,3.32,1,1,0,0,0,0,0,1,0,1,0
230,22.1392,3.3065,6.6957,0.6553,1439,8119.64,-8.33,3.32,1,1,0,0,0,0,0,1,0,1,1
231,22.1392,3.3065,6.6957,0.6553,1439,8119.64,-8.33,3.32,1,1,0,0,0,1,0,1,0,1,0
232,22.1392,3.3065,6.6957,0.6553,1439,8119.64,-8.33,3.32,1,1,0,0,0,1,0,1,0,1,1
233,22.0929,3.5179,6.2802,0.6747,1368,4846.4,-6.59,3.23,0,0,0,0,1,0,1,1,1,1,0
234,22.0929,3.5179,6.2802,0.6747,1368,4846.4,-6.59,3.23,0,0,0,0,1,0,1,1,1,1,1
235,22.0929,3.5179,6.2802,0.6747,1368,4846.4,-6.59,3.23,0,0,0,0,1,1,1,1,1,1,0
236,22.0929,3.5179,6.2802,0.6747,1368,4846.4,-6.59,3.23,0,0,0,0,1,1,1,1,1,1,1
237,22.0794,3.2741,6.7437,0.7299,970,2686.62,-10.62,3.38,0,1,1,0,0,0,0,1,0,0,0
238,22.0794,3.2741,6.7437,0.7299,970,2686.62,-10.62,3.38,0,1,1,0,0,0,0,1,0,0,1
239,22.0794,3.2741,6.7437,0.7299,970,2686.62,-10.62,3.38,0,1,1,0,0,0,1,1,0,0,0
240,22.0794,3.2741,6.7437,0.7299,970,2686.62,-10.62,3.38,0,1,1,0,0,0,1,1,0,0,1
241,22.0794,3.2741,6.7437,0.7299,970,2686.62,-10.62,3.38,0,1,1,0,0,1,0,1,0,0,0
242,22.0794,3.2741,6.7437,0.7299,970,2686.62,-10.62,3.38,0,1,1,0,0,1,0,1,0,0,1
243,22.0794,3.2741,6.7437,0.7299,970,2686.62,-10.62,3.38,0,1,1,0,0,1,1,1,0,0,0
244,22.0794,3.2741,6.7437,0.7299,970,2686.62,-10.62,3.38,0,1,1,0,0,1,1,1,0,0,1
245,21.9805,3.5743,6.1496,0.6767,1432,10846.08,-7.53,3.42,1,1,0,0,1,0,0,1,0,0,0
246,21.9805,3.5743,6.1496,0.6767,1432,10846.08,-7.53,3.42,1,1,0,0,1,0,0,1,0,0,1
247,21.9805,3.5743,6.1496,0.6767,1432,10846.08,-7.53,3.42,1,1,0,0,1,1,0,1,0,0,0
248,21.9805,3.5743,6.1496,0.6767,1432,10846.08,-7.53,3.42,1,1,0,0,1,1,0,1,0,0,1
249,21.9319,3.5052,6.257,0.6679,1385,4418.27,-7.03,3.22,0,0,0,0,1,0,0,0,1,1,1
250,21.9319,3.5052,6.257,0.6679,1385,4418.27,-7.03,3.22,0,0,0,0,1,1,0,0,1,1,1
251,21.7755,3.4424,6.3256,0.6708,1370,3906.11,-8.41,3.18,1,0,0,0,1,0,0,0,1,1,1
252,21.7755,3.4424,6.3256,0.6708,1370,3906.11,-8.41,3.18,1,0,0,0,1,1,0,0,1,1,1
253,21.7185,3.5709,6.0822,0.677,1446,10299.06,-7.53,3.39,1,1,0,0,1,0,1,1,0,0,0
254,21.7185,3.5709,6.0822,0.677,1446,10299.06,-7.53,3.39,1,1,0,0,1,0,1,1,0,0,1
255,21.7185,3.5709,6.0822,0.677,1446,10299.06,-7.53,3.39,1,1,0,0,1,1,1,1,0,0,0
256,21.7185,3.5709,6.0822,0.677,1446,10299.06,-7.53,3.39,1,1,0,0,1,1,1,1,0,0,1
257,21.5844,3.2427,6.6564,0.7198,1017,2720.63,-8.84,3.28,0,1,1,0,0,0,0,0,0,0,1
258,21.5844,3.2427,6.6564,0.7198,1017,2720.63,-8.84,3.28,0,1,1,0,0,0,1,0,0,0,1
259,21.5844,3.2427,6.6564,0.7198,1017,2720.63,-8.84,3.28,0,1,1,0,0,1,0,0,0,0,1
260,21.5844,3.2427,6.6564,0.7198,1017,2720.63,-8.84,3.28,0,1,1,0,0,1,1,0,0,0,1
261,21.5815,3.3418,6.4581,0.6765,1354,4221.99,-12.98,3.24,1,0,0,0,1,0,1,0,1,1,0
262,21.5815,3.3418,6.4581,0.6765,1354,4221.99,-12.98,3.24,1,0,0,0,1,1,1,0,1,1,0
263,21.5169,3.5903,5.993,0.6653,1464,8203.66,-8.0,3.42,0,0,0,0,1,0,1,0,0,0,0
264,21.5169,3.5903,5.993,0.6653,1464,8203.66,-8.0,3.42,0,0,0,0,1,1,1,0,0,0,0
265,21.4225,3.4921,6.1346,0.6524,1444,9490.24,-8.07,3.41,1,1,0,0,0,0,1,0,0,0,1
266,21.4225,3.4921,6.1346,0.6524,1444,9490.24,-8.07,3.41,1,1,0,0,0,1,1,0,0,0,1
267,21.352,3.1004,6.8868,0.6677,1345,5639.21,-13.24,3.24,0,1,0,0,1,0,0,0,1,1,0
268,21.352,3.1004,6.8868,0.6677,1345,5639.21,-13.24,3.24,0,1,0,0,1,1,0,0,1,1,0
269,21.3271,3.6317,5.8726,0.6742,1415,8035.8,-7.17,3.48,0,0,0,0,1,0,1,1,0,0,0
270,21.3271,3.6317,5.8726,0.6742,1415,8035.8,-7.17,3.48,0,0,0,0,1,0,1,1,0,0,1
271,21.3271,3.6317,5.8726,0.6742,1415,8035.8,-7.17,3.48,0,0,0,0,1,1,1,1,0,0,0
272,21.3271,3.6317,5.8726,0.6742,1415,8035.8,-7.17,3.48,0,0,0,0,1,1,1,1,0,0,1
273,21.301,3.1089,6.8517,0.6684,1342,5483.3,-13.24,3.21,1,1,0,0,1,0,0,0,1,1,0
274,21.301,3.1089,6.8517,0.6684,1342,5483.3,-13.24,3.21,1,1,0,0,1,1,0,0,1,1,0
275,21.1974,3.2156,6.5921,0.7333,960,2356.11,-11.38,3.37,0,1,1,0,1,0,0,1,0,0,0
276,21.1974,3.2156,6.5921,0.7333,960,2356.11,-11.38,3.37,0,1,1,0,1,0,0,1,0,0,1
277,21.1974,3.2156,6.5921,0.7333,960,2356.11,-11.38,3.37,0,1,1,0,1,0,1,1,0,0,0
278,21.1974,3.2156,6.5921,0.7333,960,2356.11,-11.38,3.37,0,1,1,0,1,0,1,1,0,0,1
279,21.1974,3.2156,6.5921,0.7333,960,2356.11,-11.38,3.37,0,1,1,0,1,1,0,1,0,0,0
280,21.1974,3.2156,6.5921,0.7333,960,2356.11,-11.38,3.37,0,1,1,0,1,1,0,1,0,0,1
281,21.1974,3.2156,6.5921,0.7333,960,2356.11,-11.38,3.37,0,1,1,0,1,1,1,1,0,0,0
282,21.1974,3.2156,6.5921,0.7333,960,2356.11,-11.38,3.37,0,1,1,0,1,1,1,1,0,0,1
283,21.1229,3.8795,5.4448,0.7318,1018,1664.85,-5.06,2.99,1,0,1,0,1,0,0,0,0,1,0
284,21.1229,3.8795,5.4448,0.7318,1018,1664.85,-5.06,2.99,1,0,1,0,1,0,1,0,0,1,0
285,21.1229,3.8795,5.4448,0.7318,1018,1664.85,-5.06,2.99,1,0,1,0,1,1,0,0,0,1,0
286,21.1229,3.8795,5.4448,0.7318,1018,1664.85,-5.06,2.99,1,0,1,0,1,1,1,0,0,1,0
287,21.0409,3.7568,5.6008,0.6646,1434,5838.52,-8.31,3.33,1,1,0,0,1,0,0,0,0,1,0
288,21.0409,3.7568,5.6008,0.6646,1434,5838.52,-8.31,3.33,1,1,0,0,1,1,0,0,0,1,0
289,20.9726,3.5746,5.8671,0.6662,1447,7994.66,-8.0,3.45,0,0,0,0,1,0,0,0,0,0,0
290,20.9726,3.5746,5.8671,0.6662,1447,7994.66,-8.0,3.45,0,0,0,0,1,1,0,0,0,0,0
291,20.9173,3.6596,5.7157,0.6742,1421,7441.13,-7.18,3.48,0,0,0,0,1,0,0,1,0,0,0
292,20.9173,3.6596,5.7157,0.6742,1421,7441.13,-7.18,3.48,0,0,0,0,1,0,0,1,0,0,1
293,20.9173,3.6596,5.7157,0.6742,1421,7441.13,-7.18,3.48,0,0,0,0,1,1,0,1,0,0,0
294,20.9173,3.6596,5.7157,0.6742,1421,7441.13,-7.18,3.48,0,0,0,0,1,1,0,1,0,0,1
295,20.8301,3.3668,6.1868,0.6662,1453,7865.48,-8.37,3.35,1,0,0,0,0,0,0,1,0,1,0
296,20.8301,3.3668,6.1868,0.6662,1453,7865.48,-8.37,3.35,1,0,0,0,0,0,0,1,0,1,1
297,20.8301,3.3668,6.1868,0.6662,1453,7865.48,-8.37,3.35,1,0,0,0,0,1,0,1,0,1,0
298,20.8301,3.3668,6.1868,0.6662,1453,7865.48,-8.37,3.35,1,0,0,0,0,1,0,1,0,1,1
299,20.7539,3.3028,6.2836,0.728,1033,2838.13,-10.62,3.24,1,0,1,0,0,0,0,1,0,0,0
300,20.7539,3.3028,6.2836,0.728,1033,2838.13,-10.62,3.24,1,0,1,0,0,0,0,1,0,0,1
301,20.7539,3.3028,6.2836,0.728,1033,2838.13,-10.62,3.24,1,0,1,0,0,0,1,1,0,0,0
302,20.7539,3.3028,6.2836,0.728,1033,2838.13,-10.62,3.24,1,0,1,0,0,0,1,1,0,0,1
303,20.7539,3.3028,6.2836,0.728,1033,2838.13,-10.62,3.24,1,0,1,0,0,1,0,1,0,0,0
304,20.7539,3.3028,6.2836,0.728,1033,2838.13,-10.62,3.24,1,0,1,0,0,1,0,1,0,0,1
305,20.7539,3.3028,6.2836,0.728,1033,2838.13,-10.62,3.24,1,0,1,0,0,1,1,1,0,0,0
306,20.7539,3.3028,6.2836,0.728,1033,2838.13,-10.62,3.24,1,0,1,0,0,1,1,1,0,0,1
307,20.7449,3.7112,5.5898,0.6646,1425,5474.78,-8.31,3.35,1,1,0,0,1,0,1,0,0,1,0
308,20.7449,3.7112,5.5898,0.6646,1425,5474.78,-8.31,3.35,1,1,0,0,1,1,1,0,0,1,0
309,20.7148,3.743,5.5343,0.6747,1417,6526.78,-7.53,3.4,0,1,0,0,1,0,1,1,0,1,0
310,20.7148,3.743,5.5343,0.6747,1417,6526.78,-7.53,3.4,0,1,0,0,1,0,1,1,0,1,1
311,20.7148,3.743,5.5343,0.6747,1417,6526.78,-7.53,3.4,0,1,0,0,1,1,1,1,0,1,0
312,20.7148,3.743,5.5343,0.6747,1417,6526.78,-7.53,3.4,0,1,0,0,1,1,1,1,0,1,1
313,20.694,3.6562,5.66,0.7181,940,1387.82,-5.22,3.07,1,1,1,0,0,0,0,0,0,1,1
314,20.694,3.6562,5.66,0.7181,940,1387.82,-5.22,3.07,1,1,1,0,0,0,1,0,0,1,1
315,20.694,3.6562,5.66,0.7181,940,1387.82,-5.22,3.07,1,1,1,0,0,1,0,0,0,1,1
316,20.694,3.6562,5.66,0.7181,940,1387.82,-5.22,3.07,1,1,1,0,0,1,1,0,0,1,1
317,20.68,3.807,5.4321,0.7325,1013,1603.45,-5.22,2.99,1,0,1,0,0,0,0,0,0,1,1
318,20.68,3.807,5.4321,0.7325,1013,1603.45,-5.22,2.99,1,0,1,0,0,0,1,0,0,1,1
319,20.68,3.807,5.4321,0.7325,1013,1603.45,-5.22,2.99,1,0,1,0,0,1,0,0,0,1,1
320,20.68,3.807,5.4321,0.7325,1013,1603.45,-5.22,2.99,1,0,1,0,0,1,1,0,0,1,1
321,20.6547,3.8207,5.406,0.7297,1021,1612.16,-5.06,2.99,1,0,1,0,0,0,0,0,0,1,0
322,20.6547,3.8207,5.406,0.7297,1021,1612.16,-5.06,2.99,1,0,1,0,0,0,1,0,0,1,0
323,20.6547,3.8207,5.406,0.7297,1021,1612.16,-5.06,2.99,1,0,1,0,0,1,0,0,0,1,0
324,20.6547,3.8207,5.406,0.7297,1021,1612.16,-5.06,2.99,1,0,1,0,0,1,1,0,0,1,0
325,20.6051,3.5725,5.7677,0.6632,1428,9731.32,-7.7,3.44,0,1,0,0,0,0,1,1,0,0,0
326,20.6051,3.5725,5.7677,0.6632,1428,9731.32,-7.7,3.44,0,1,0,0,0,0,1,1,0,0,1
327,20.6051,3.5725,5.7677,0.6632,1428,9731.32,-7.7,3.44,0,1,0,0,0,1,1,1,0,0,0
328,20.6051,3.5725,5.7677,0.6632,1428,9731.32,-7.7,3.44,0,1,0,0,0,1,1,1,0,0,1
329,20.5524,3.2798,6.2663,0.6728,1366,3760.82,-12.98,3.19,1,0,0,0,1,0,0,0,1,1,0
330,20.5524,3.2798,6.2663,0.6728,1366,3760.82,-12.98,3.19,1,0,0,0,1,1,0,0,1,1,0
331,20.5394,3.3911,6.0568,0.6532,1309,3916.84,-7.72,3.27,0,1,0,0,0,0,1,1,1,1,0
332,20.5394,3.3911,6.0568,0.6532,1309,3916.84,-7.72,3.27,0,1,0,0,0,0,1,1,1,1,1
333,20.5394,3.3911,6.0568,0.6532,1309,3916.84,-7.72,3.27,0,1,0,0,0,1,1,1,1,1,0
334,20.5394,3.3911,6.0568,0.6532,1309,3916.84,-7.72,3.27,0,1,0,0,0,1,1,1,1,1,1
335,20.4989,3.6944,5.5486,0.7205,948,1406.43,-5.06,3.03,1,1,1,0,1,0,0,0,0,1,0
336,20.4989,3.6944,5.5486,0.7205,948,1406.43,-5.06,3.03,1,1,1,0,1,0,1,0,0,1,0
337,20.4989,3.6944,5.5486,0.7205,948,1406.43,-5.06,3.03,1,1,1,0,1,1,0,0,0,1,0
338,20.4989,3.6944,5.5486,0.7205,948,1406.43,-5.06,3.03,1,1,1,0,1,1,1,0,0,1,0
339,20.432,3.644,5.607,0.7193,944,1393.94,-5.06,3.05,1,1,1,0,0,0,0,0,0,1,0
340,20.432,3.644,5.607,0.7193,944,1393.94,-5.06,3.05,1,1,1,0,0,0,1,0,0,1,0
341,20.432,3.644,5.607,0.7193,944,1393.94,-5.06,3.05,1,1,1,0,0,1,0,0,0,1,0
342,20.432,3.644,5.607,0.7193,944,1393.94,-5.06,3.05,1,1,1,0,0,1,1,0,0,1,0
343,20.4076,3.6779,5.5487,0.6727,1445,8628.23,-8.26,3.36,1,1,0,0,1,0,1,0,0,1,1
344,20.4076,3.6779,5.5487,0.6727,1445,8628.23,-8.26,3.36,1,1,0,0,1,1,1,0,0,1,1
345,20.407,3.3829,6.0324,0.6504,1310,3687.53,-7.67,3.26,0,1,0,0,0,0,0,1,1,1,0
346,20.407,3.3829,6.0324,0.6504,1310,3687.53,-7.67,3.26,0,1,0,0,0,0,0,1,1,1,1
347,20.407,3.3829,6.0324,0.6504,1310,3687.53,-7.67,3.26,0,1,0,0,0,1,0,1,1,1,0
348,20.407,3.3829,6.0324,0.6504,1310,3687.53,-7.67,3.26,0,1,0,0,0,1,0,1,1,1,1
349,20.4065,3.6987,5.5172,0.6674,1419,6760.62,-7.49,3.39,0,1,0,0,1,0,0,1,0,1,0
350,20.4065,3.6987,5.5172,0.6674,1419,6760.62,-7.49,3.39,0,1,0,0,1,0,0,1,0,1,1
351,20.4065,3.6987,5.5172,0.6674,1419,6760.62,-7.49,3.39,0,1,0,0,1,1,0,1,0,1,0
352,20.4065,3.6987,5.5172,0.6674,1419,6760.62,-7.49,3.39,0,1,0,0,1,1,0,1,0,1,1
353,20.3359,3.483,5.8386,0.6412,1466,6938.34,-8.0,3.36,1,0,0,0,0,0,0,0,0,0,1
354,20.3359,3.483,5.8386,0.6412,1466,6938.34,-8.0,3.36,1,0,0,0,0,1,0,0,0,0,1
355,20.3272,3.8187,5.3231,0.731,1011,1615.75,-5.22,3.0,1,0,1,0,1,0,0,0,0,1,1
356,20.3272,3.8187,5.3231,0.731,1011,1615.75,-5.22,3.0,1,0,1,0,1,0,1,0,0,1,1
357,20.3272,3.8187,5.3231,0.731,1011,1615.75,-5.22,3.0,1,0,1,0,1,1,0,0,0,1,1
358,20.3272,3.8187,5.3231,0.731,1011,1615.75,-5.22,3.0,1,0,1,0,1,1,1,0,0,1,1
359,20.2657,3.5548,5.7009,0.6599,1438,9695.27,-8.16,3.44,1,1,0,0,0,0,1,1,0,0,0
360,20.2657,3.5548,5.7009,0.6599,1438,9695.27,-8.16,3.44,1,1,0,0,0,0,1,1,0,0,1
361,20.2657,3.5548,5.7009,0.6599,1438,9695.27,-8.16,3.44,1,1,0,0,0,1,1,1,0,0,0
362,20.2657,3.5548,5.7009,0.6599,1438,9695.27,-8.16,3.44,1,1,0,0,0,1,1,1,0,0,1
363,20.2454,3.211,6.3051,0.7165,1023,2621.17,-8.93,3.27,0,1,1,0,0,0,0,0,0,0,0
364,20.2454,3.211,6.3051,0.7165,1023,2621.17,-8.93,3.27,0,1,1,0,0,0,1,0,0,0,0
365,20.2454,3.211,6.3051,0.7165,1023,2621.17,-8.93,3.27,0,1,1,0,0,1,0,0,0,0,0
366,20.2454,3.211,6.3051,0.7165,1023,2621.17,-8.93,3.27,0,1,1,0,0,1,1,0,0,0,0
367,20.2216,3.1481,6.4234,0.7188,992,2352.78,-11.73,3.3,0,1,1,0,1,0,0,0,0,0,1
368,20.2216,3.1481,6.4234,0.7188,992,2352.78,-11.73,3.3,0,1,1,0,1,0,1,0,0,0,1
369,20.2216,3.1481,6.4234,0.7188,992,2352.78,-11.73,3.3,0,1,1,0,1,1,0,0,0,0,1
370,20.2216,3.1481,6.4234,0.7188,992,2352.78,-11.73,3.3,0,1,1,0,1,1,1,0,0,0,1
371,20.2178,3.6695,5.5097,0.6706,1448,9001.86,-8.27,3.35,1,1,0,0,1,0,0,0,0,1,1
372,20.2178,3.6695,5.5097,0.6706,1448,9001.86,-8.27,3.35,1,1,0,0,1,1,0,0,0,1,1
373,20.2022,3.6587,5.5218,0.7226,941,1387.47,-5.22,3.05,1,1,1,0,1,0,0,0,0,1,1
374,20.2022,3.6587,5.5218,0.7226,941,1387.47,-5.22,3.05,1,1,1,0,1,0,1,0,0,1,1
375,20.2022,3.6587,5.5218,0.7226,941,1387.47,-5.22,3.05,1,1,1,0,1,1,0,0,0,1,1
376,20.2022,3.6587,5.5218,0.7226,941,1387.47,-5.22,3.05,1,1,1,0,1,1,1,0,0,1,1
377,20.1447,3.3192,6.0691,0.7291,1063,2961.26,-10.62,3.28,0,0,1,0,0,0,0,1,0,0,0
378,20.1447,3.3192,6.0691,0.7291,1063,2961.26,-10.62,3.28,0,0,1,0,0,0,0,1,0,0,1
379,20.1447,3.3192,6.0691,0.7291,1063,2961.26,-10.62,3.28,0,0,1,0,0,0,1,1,0,0,0
380,20.1447,3.3192,6.0691,0.7291,1063,2961.26,-10.62,3.28,0,0,1,0,0,0,1,1,0,0,1
381,20.1447,3.3192,6.0691,0.7291,1063,2961.26,-10.62,3.28,0,0,1,0,0,1,0,1,0,0,0
382,20.1447,3.3192,6.0691,0.7291,1063,2961.26,-10.62,3.28,0,0,1,0,0,1,0,1,0,0,1
383,20.1447,3.3192,6.0691,0.7291,1063,2961.26,-10.62,3.28,0,0,1,0,0,1,1,1,0,0,0
384,20.1447,3.3192,6.0691,0.7291,1063,2961.26,-10.62,3.28,0,0,1,0,0,1,1,1,0,0,1
385,20.0935,3.5905,5.5963,0.649,1393,5265.24,-8.3,3.4,1,1,0,0,0,0,0,0,0,1,1
386,20.0935,3.5905,5.5963,0.649,1393,5265.24,-8.3,3.4,1,1,0,0,0,1,0,0,0,1,1
387,20.0085,3.2748,6.1098,0.7316,1047,2711.76,-11.38,3.28,0,0,1,0,1,0,0,1,0,0,0
388,20.0085,3.2748,6.1098,0.7316,1047,2711.76,-11.38,3.28,0,0,1,0,1,0,0,1,0,0,1
389,20.0085,3.2748,6.1098,0.7316,1047,2711.76,-11.38,3.28,0,0,1,0,1,0,1,1,0,0,0
390,20.0085,3.2748,6.1098,0.7316,1047,2711.76,-11.38,3.28,0,0,1,0,1,0,1,1,0,0,1
391,20.0085,3.2748,6.1098,0.7316,1047,2711.76,-11.38,3.28,0,0,1,0,1,1,0,1,0,0,0
392,20.0085,3.2748,6.1098,0.7316,1047,2711.76,-11.38,3.28,0,0,1,0,1,1,0,1,0,0,1
393,20.0085,3.2748,6.1098,0.7316,1047,2711.76,-11.38,3.28,0,0,1,0,1,1,1,1,0,0,0
394,20.0085,3.2748,6.1098,0.7316,1047,2711.76,-11.38,3.28,0,0,1,0,1,1,1,1,0,0,1
395,19.9909,3.5067,5.7008,0.6549,1440,9016.69,-8.17,3.42,1,1,0,0,0,0,0,1,0,0,0
396,19.9909,3.5067,5.7008,0.6549,1440,9016.69,-8.17,3.42,1,1,0,0,0,0,0,1,0,0,1
397,19.9909,3.5067,5.7008,0.6549,1440,9016.69,-8.17,3.42,1,1,0,0,0,1,0,1,0,0,0
398,19.9909,3.5067,5.7008,0.6549,1440,9016.69,-8.17,3.42,1,1,0,0,0,1,0,1,0,0,1
399,19.9737,3.4341,5.8163,0.6453,1452,8389.1,-8.09,3.38,1,1,0,0,0,0,0,0,0,0,1
400,19.9737,3.4341,5.8163,0.6453,1452,8389.1,-8.09,3.38,1,1,0,0,0,1,0,0,0,0,1
401,19.9061,3.8001,5.2383,0.6746,1463,7122.37,-8.26,3.34,1,0,0,0,1,0,1,0,0,1,1
402,19.9061,3.8001,5.2383,0.6746,1463,7122.37,-8.26,3.34,1,0,0,0,1,1,1,0,0,1,1
403,19.7367,3.3569,5.8795,0.6538,1297,3661.89,-7.69,3.26,1,1,0,0,0,0,1,1,1,1,0
404,19.7367,3.3569,5.8795,0.6538,1297,3661.89,-7.69,3.26,1,1,0,0,0,0,1,1,1,1,1
405,19.7367,3.3569,5.8795,0.6538,1297,3661.89,-7.69,3.26,1,1,0,0,0,1,1,1,1,1,0
406,19.7367,3.3569,5.8795,0.6538,1297,3661.89,-7.69,3.26,1,1,0,0,0,1,1,1,1,1,1
407,19.7234,3.4687,5.6861,0.657,1417,8093.01,-7.7,3.47,0,1,0,0,0,0,0,1,0,0,0
408,19.7234,3.4687,5.6861,0.657,1417,8093.01,-7.7,3.47,0,1,0,0,0,0,0,1,0,0,1
409,19.7234,3.4687,5.6861,0.657,1417,8093.01,-7.7,3.47,0,1,0,0,0,1,0,1,0,0,0
410,19.7234,3.4687,5.6861,0.657,1417,8093.01,-7.7,3.47,0,1,0,0,0,1,0,1,0,0,1
411,19.7211,3.215,6.134,0.7287,1021,2530.61,-11.38,3.22,1,0,1,0,1,0,0,1,0,0,0
412,19.7211,3.215,6.134,0.7287,1021,2530.61,-11.38,3.22,1,0,1,0,1,0,0,1,0,0,1
413,19.7211,3.215,6.134,0.7287,1021,2530.61,-11.38,3.22,1,0,1,0,1,0,1,1,0,0,0
414,19.7211,3.215,6.134,0.7287,1021,2530.61,-11.38,3.22,1,0,1,0,1,0,1,1,0,0,1
415,19.7211,3.215,6.134,0.7287,1021,2530.61,-11.38,3.22,1,0,1,0,1,1,0,1,0,0,0
416,19.7211,3.215,6.134,0.7287,1021,2530.61,-11.38,3.22,1,0,1,0,1,1,0,1,0,0,1
417,19.7211,3.215,6.134,0.7287,1021,2530.61,-11.38,3.22,1,0,1,0,1,1,1,1,0,0,0
418,19.7211,3.215,6.134,0.7287,1021,2530.61,-11.38,3.22,1,0,1,0,1,1,1,1,0,0,1
419,19.7112,3.6164,5.4505,0.6537,1392,5883.45,-8.28,3.41,1,1,0,0,0,0,1,0,0,1,1
420,19.7112,3.6164,5.4505,0.6537,1392,5883.45,-8.28,3.41,1,1,0,0,0,1,1,0,0,1,1
421,19.6755,3.4236,5.747,0.6478,1360,4049.21,-9.39,3.2,0,1,0,0,0,0,1,0,1,1,1
422,19.6755,3.4236,5.747,0.6478,1360,4049.21,-9.39,3.2,0,1,0,0,0,1,1,0,1,1,1
423,19.6748,3.2024,6.1437,0.7251,964,2392.7,-10.62,3.3,1,1,1,0,0,0,0,1,0,0,0
424,19.6748,3.2024,6.1437,0.7251,964,2392.7,-10.62,3.3,1,1,1,0,0,0,0,1,0,0,1
425,19.6748,3.2024,6.1437,0.7251,964,2392.7,-10.62,3.3,1,1,1,0,0,0,1,1,0,0,0
426,19.6748,3.2024,6.1437,0.7251,964,2392.7,-10.62,3.3,1,1,1,0,0,0,1,1,0,0,1
427,19.6748,3.2024,6.1437,0.7251,964,2392.7,-10.62,3.3,1,1,1,0,0,1,0,1,0,0,0
428,19.6748,3.2024,6.1437,0.7251,964,2392.7,-10.62,3.3,1,1,1,0,0,1,0,1,0,0,1
429,19.6748,3.2024,6.1437,0.7251,964,2392.7,-10.62,3.3,1,1,1,0,0,1,1,1,0,0,0
430,19.6748,3.2024,6.1437,0.7251,964,2392.7,-10.62,3.3,1,1,1,0,0,1,1,1,0,0,1
431,19.6117,3.6959,5.3063,0.6646,1425,5656.14,-8.29,3.38,0,1,0,0,1,0,1,0,0,1,0
432,19.6117,3.6959,5.3063,0.6646,1425,5656.14,-8.29,3.38,0,1,0,0,1,1,1,0,0,1,0
433,19.536,3.4372,5.6838,0.6451,1437,6553.49,-8.0,3.42,1,0,0,0,0,0,1,0,0,0,1
434,19.536,3.4372,5.6838,0.6451,1437,6553.49,-8.0,3.42,1,0,0,0,0,1,1,0,0,0,1
435,19.5227,3.3247,5.872,0.6495,1298,3521.38,-7.77,3.27,1,1,0,0,0,0,0,1,1,1,0
436,19.5227,3.3247,5.872,0.6495,1298,3521.38,-7.77,3.27,1,1,0,0,0,0,0,1,1,1,1
437,19.5227,3.3247,5.872,0.6495,1298,3521.38,-7.77,3.27,1,1,0,0,0,1,0,1,1,1,0
438,19.5227,3.3247,5.872,0.6495,1298,3521.38,-7.77,3.27,1,1,0,0,0,1,0,1,1,1,1
439,19.5077,3.6201,5.3887,0.6737,1413,7428.55,-7.2,3.47,1,0,0,0,1,0,0,1,0,0,0
440,19.5077,3.6201,5.3887,0.6737,1413,7428.55,-7.2,3.47,1,0,0,0,1,0,0,1,0,0,1
441,19.5077,3.6201,5.3887,0.6737,1413,7428.55,-7.2,3.47,1,0,0,0,1,1,0,1,0,0,0
442,19.5077,3.6201,5.3887,0.6737,1413,7428.55,-7.2,3.47,1,0,0,0,1,1,0,1,0,0,1
443,19.4474,3.45,5.6369,0.6482,1353,4160.04,-7.67,3.28,0,0,0,0,0,0,0,1,1,1,0
444,19.4474,3.45,5.6369,0.6482,1353,4160.04,-7.67,3.28,0,0,0,0,0,0,0,1,1,1,1
445,19.4474,3.45,5.6369,0.6482,1353,4160.04,-7.67,3.28,0,0,0,0,0,1,0,1,1,1,0
446,19.4474,3.45,5.6369,0.6482,1353,4160.04,-7.67,3.28,0,0,0,0,0,1,0,1,1,1,1
447,19.3715,3.1476,6.1543,0.718,1000,2368.64,-11.86,3.29,0,1,1,0,1,0,0,0,0,0,0
448,19.3715,3.1476,6.1543,0.718,1000,2368.64,-11.86,3.29,0,1,1,0,1,0,1,0,0,0,0
449,19.3715,3.1476,6.1543,0.718,1000,2368.64,-11.86,3.29,0,1,1,0,1,1,0,0,0,0,0
450,19.3715,3.1476,6.1543,0.718,1000,2368.64,-11.86,3.29,0,1,1,0,1,1,1,0,0,0,0
451,19.361,3.2252,6.003,0.7264,1082,2816.82,-9.1,3.14,1,0,1,0,0,0,0,0,0,0,1
452,19.361,3.2252,6.003,0.7264,1082,2816.82,-9.1,3.14,1,0,1,0,0,0,1,0,0,0,1
