rank,score,sharpe,profit_factor,win_rate,trades,total_return,max_drawdown,avg_hold,use_slope,use_trend_sep,use_vcp,use_breakout,use_orb,use_rsi_rise,use_rsi_delta,use_rsi_lvl,use_adx,use_52w_high,use_ma20
683,15.676,3.3493,4.6803,0.7014,854,668.74,-3.87,2.84,0,1,1,1,0,0,0,1,0,1,0
684,15.676,3.3493,4.6803,0.7014,854,668.74,-3.87,2.84,0,1,1,1,0,0,0,1,0,1,1
685,15.676,3.3493,4.6803,0.7014,854,668.74,-3.87,2.84,0,1,1,1,0,0,1,1,0,1,0
686,15.676,3.3493,4.6803,0.7014,854,668.74,-3.87,2.84,0,1,1,1,0,0,1,1,0,1,1
687,15.676,3.3493,4.6803,0.7014,854,668.74,-3.87,2.84,0,1,1,1,0,1,0,1,0,1,0
688,15.676,3.3493,4.6803,0.7014,854,668.74,-3.87,2.84,0,1,1,1,0,1,0,1,0,1,1
689,15.676,3.3493,4.6803,0.7014,854,668.74,-3.87,2.84,0,1,1,1,0,1,1,1,0,1,0
690,15.676,3.3493,4.6803,0.7014,854,668.74,-3.87,2.84,0,1,1,1,0,1,1,1,0,1,1
691,15.6712,3.3071,4.7386,0.6935,1005,1141.29,-6.89,3.01,0,0,1,1,0,0,0,0,0,0,1
692,15.6712,3.3071,4.7386,0.6935,1005,1141.29,-6.89,3.01,0,0,1,1,0,0,1,0,0,0,1
693,15.6712,3.3071,4.7386,0.6935,1005,1141.29,-6.89,3.01,0,0,1,1,0,1,0,0,0,0,1
694,15.6712,3.3071,4.7386,0.6935,1005,1141.29,-6.89,3.01,0,0,1,1,0,1,1,0,0,0,1
695,15.6129,3.1787,4.9118,0.6857,910,909.32,-6.75,3.05,0,1,1,1,0,0,0,0,0,0,1
696,15.6129,3.1787,4.9118,0.6857,910,909.32,-6.75,3.05,0,1,1,1,0,0,1,0,0,0,1
697,15.6129,3.1787,4.9118,0.6857,910,909.32,-6.75,3.05,0,1,1,1,0,1,0,0,0,0,1
698,15.6129,3.1787,4.9118,0.6857,910,909.32,-6.75,3.05,0,1,1,1,0,1,1,0,0,0,1
699,15.5448,3.1258,4.9732,0.6472,1369,3373.31,-15.05,3.2,1,0,0,0,0,0,0,0,1,1,0
700,15.5448,3.1258,4.9732,0.6472,1369,3373.31,-15.05,3.2,1,0,0,0,0,1,0,0,1,1,0
701,15.4757,3.2977,4.693,0.6422,1456,5480.8,-9.56,3.28,1,1,0,0,0,0,1,0,0,1,0
702,15.4757,3.2977,4.693,0.6422,1456,5480.8,-9.56,3.28,1,1,0,0,0,1,1,0,0,1,0
703,15.4598,2.9411,5.2565,0.7228,725,565.12,-8.66,2.83,0,0,1,0,1,0,0,1,1,1,0
704,15.4598,2.9411,5.2565,0.7228,725,565.12,-8.66,2.83,0,0,1,0,1,0,0,1,1,1,1
705,15.4598,2.9411,5.2565,0.7228,725,565.12,-8.66,2.83,0,0,1,0,1,0,1,1,1,1,0
706,15.4598,2.9411,5.2565,0.7228,725,565.12,-8.66,2.83,0,0,1,0,1,0,1,1,1,1,1
707,15.4598,2.9411,5.2565,0.7228,725,565.12,-8.66,2.83,0,0,1,0,1,1,0,1,1,1,0
708,15.4598,2.9411,5.2565,0.7228,725,565.12,-8.66,2.83,0,0,1,0,1,1,0,1,1,1,1
709,15.4598,2.9411,5.2565,0.7228,725,565.12,-8.66,2.83,0,0,1,0,1,1,1,1,1,1,0
710,15.4598,2.9411,5.2565,0.7228,725,565.12,-8.66,2.83,0,0,1,0,1,1,1,1,1,1,1
711,15.4234,2.9437,5.2395,0.7247,730,565.1,-8.66,2.82,0,0,1,0,0,0,0,1,1,1,0
712,15.4234,2.9437,5.2395,0.7247,730,565.1,-8.66,2.82,0,0,1,0,0,0,0,1,1,1,1
713,15.4234,2.9437,5.2395,0.7247,730,565.1,-8.66,2.82,0,0,1,0,0,0,1,1,1,1,0
714,15.4234,2.9437,5.2395,0.7247,730,565.1,-8.66,2.82,0,0,1,0,0,0,1,1,1,1,1
715,15.4234,2.9437,5.2395,0.7247,730,565.1,-8.66,2.82,0,0,1,0,0,1,0,1,1,1,0
716,15.4234,2.9437,5.2395,0.7247,730,565.1,-8.66,2.82,0,0,1,0,0,1,0,1,1,1,1
717,15.4234,2.9437,5.2395,0.7247,730,565.1,-8.66,2.82,0,0,1,0,0,1,1,1,1,1,0
718,15.4234,2.9437,5.2395,0.7247,730,565.1,-8.66,2.82,0,0,1,0,0,1,1,1,1,1,1
719,15.4026,3.5091,4.3893,0.6438,1401,4433.57,-8.31,3.36,0,1,0,0,0,0,1,0,0,1,1
720,15.4026,3.5091,4.3893,0.6438,1401,4433.57,-8.31,3.36,0,1,0,0,0,1,1,0,0,1,1
721,15.3864,3.1733,4.8488,0.6831,912,897.33,-6.75,3.04,0,1,1,1,0,0,0,0,0,0,0
722,15.3864,3.1733,4.8488,0.6831,912,897.33,-6.75,3.04,0,1,1,1,0,0,1,0,0,0,0
723,15.3864,3.1733,4.8488,0.6831,912,897.33,-6.75,3.04,0,1,1,1,0,1,0,0,0,0,0
724,15.3864,3.1733,4.8488,0.6831,912,897.33,-6.75,3.04,0,1,1,1,0,1,1,0,0,0,0
725,15.3607,3.0828,4.9827,0.6477,1371,3455.26,-15.05,3.19,0,0,0,0,0,0,0,0,1,1,0
726,15.3607,3.0828,4.9827,0.6477,1371,3455.26,-15.05,3.19,0,0,0,0,0,1,0,0,1,1,0
727,15.3525,3.2904,4.6659,0.6925,1008,1127.12,-6.89,3.0,0,0,1,1,0,0,0,0,0,0,0
728,15.3525,3.2904,4.6659,0.6925,1008,1127.12,-6.89,3.0,0,0,1,1,0,0,1,0,0,0,0
729,15.3525,3.2904,4.6659,0.6925,1008,1127.12,-6.89,3.0,0,0,1,1,0,1,0,0,0,0,0
730,15.3525,3.2904,4.6659,0.6925,1008,1127.12,-6.89,3.0,0,0,1,1,0,1,1,0,0,0,0
731,15.2284,2.9598,5.145,0.7236,749,594.72,-8.66,2.81,0,0,1,0,0,0,0,0,1,1,0
732,15.2284,2.9598,5.145,0.7236,749,594.72,-8.66,2.81,0,0,1,0,0,0,1,0,1,1,0
733,15.2284,2.9598,5.145,0.7236,749,594.72,-8.66,2.81,0,0,1,0,0,1,0,0,1,1,0
734,15.2284,2.9598,5.145,0.7236,749,594.72,-8.66,2.81,0,0,1,0,0,1,1,0,1,1,0
735,15.2115,3.2849,4.6308,0.6412,1455,5366.68,-8.52,3.32,0,1,0,0,0,0,1,0,0,0,0
736,15.2115,3.2849,4.6308,0.6412,1455,5366.68,-8.52,3.32,0,1,0,0,0,1,1,0,0,0,0
737,15.1348,3.5316,4.2855,0.7062,970,843.95,-4.61,2.8,0,0,1,1,1,0,0,0,0,1,1
738,15.1348,3.5316,4.2855,0.7062,970,843.95,-4.61,2.8,0,0,1,1,1,0,1,0,0,1,1
739,15.1348,3.5316,4.2855,0.7062,970,843.95,-4.61,2.8,0,0,1,1,1,1,0,0,0,1,1
740,15.1348,3.5316,4.2855,0.7062,970,843.95,-4.61,2.8,0,0,1,1,1,1,1,0,0,1,1
741,15.1337,3.5379,4.2775,0.7061,973,845.1,-4.65,2.8,0,0,1,1,1,0,0,0,0,1,0
742,15.1337,3.5379,4.2775,0.7061,973,845.1,-4.65,2.8,0,0,1,1,1,0,1,0,0,1,0
743,15.1337,3.5379,4.2775,0.7061,973,845.1,-4.65,2.8,0,0,1,1,1,1,0,0,0,1,0
744,15.1337,3.5379,4.2775,0.7061,973,845.1,-4.65,2.8,0,0,1,1,1,1,1,0,0,1,0
745,15.1028,2.9361,5.1438,0.7191,744,584.08,-8.66,2.77,0,0,1,0,1,0,0,0,1,1,1
746,15.1028,2.9361,5.1438,0.7191,744,584.08,-8.66,2.77,0,0,1,0,1,0,1,0,1,1,1
747,15.1028,2.9361,5.1438,0.7191,744,584.08,-8.66,2.77,0,0,1,0,1,1,0,0,1,1,1
748,15.1028,2.9361,5.1438,0.7191,744,584.08,-8.66,2.77,0,0,1,0,1,1,1,0,1,1,1
749,15.0998,3.1371,4.8133,0.6555,1457,5201.69,-7.94,3.33,0,0,0,0,0,0,1,1,0,1,0
750,15.0998,3.1371,4.8133,0.6555,1457,5201.69,-7.94,3.33,0,0,0,0,0,0,1,1,0,1,1
751,15.0998,3.1371,4.8133,0.6555,1457,5201.69,-7.94,3.33,0,0,0,0,0,1,1,1,0,1,0
752,15.0998,3.1371,4.8133,0.6555,1457,5201.69,-7.94,3.33,0,0,0,0,0,1,1,1,0,1,1
753,15.0844,2.9393,5.132,0.72,750,588.65,-8.66,2.76,0,0,1,0,1,0,0,0,1,1,0
754,15.0844,2.9393,5.132,0.72,750,588.65,-8.66,2.76,0,0,1,0,1,0,1,0,1,1,0
755,15.0844,2.9393,5.132,0.72,750,588.65,-8.66,2.76,0,0,1,0,1,1,0,0,1,1,0
756,15.0844,2.9393,5.132,0.72,750,588.65,-8.66,2.76,0,0,1,0,1,1,1,0,1,1,0
757,14.9829,2.9234,5.1252,0.7219,748,577.41,-8.66,2.77,0,0,1,0,0,0,0,0,1,1,1
758,14.9829,2.9234,5.1252,0.7219,748,577.41,-8.66,2.77,0,0,1,0,0,0,1,0,1,1,1
759,14.9829,2.9234,5.1252,0.7219,748,577.41,-8.66,2.77,0,0,1,0,0,1,0,0,1,1,1
760,14.9829,2.9234,5.1252,0.7219,748,577.41,-8.66,2.77,0,0,1,0,0,1,1,0,1,1,1
761,14.9336,3.5291,4.2315,0.7064,974,844.94,-4.67,2.8,0,0,1,1,0,0,0,0,0,1,1
762,14.9336,3.5291,4.2315,0.7064,974,844.94,-4.67,2.8,0,0,1,1,0,0,1,0,0,1,1
763,14.9336,3.5291,4.2315,0.7064,974,844.94,-4.67,2.8,0,0,1,1,0,1,0,0,0,1,1
764,14.9336,3.5291,4.2315,0.7064,974,844.94,-4.67,2.8,0,0,1,1,0,1,1,0,0,1,1
765,14.9327,3.5328,4.2269,0.7062,977,845.13,-4.66,2.8,0,0,1,1,0,0,0,0,0,1,0
766,14.9327,3.5328,4.2269,0.7062,977,845.13,-4.66,2.8,0,0,1,1,0,0,1,0,0,1,0
767,14.9327,3.5328,4.2269,0.7062,977,845.13,-4.66,2.8,0,0,1,1,0,1,0,0,0,1,0
768,14.9327,3.5328,4.2269,0.7062,977,845.13,-4.66,2.8,0,0,1,1,0,1,1,0,0,1,0
769,14.9291,1.881,7.9367,0.6691,1218,4700.34,-38.4,3.92,0,0,0,0,1,0,1,0,1,0,1
770,14.9291,1.881,7.9367,0.6691,1218,4700.34,-38.4,3.92,0,0,0,0,1,1,1,0,1,0,1
771,14.9023,3.3736,4.4173,0.6926,875,695.35,-4.26,2.86,0,1,1,1,0,0,0,0,0,1,1
772,14.9023,3.3736,4.4173,0.6926,875,695.35,-4.26,2.86,0,1,1,1,0,0,1,0,0,1,1
773,14.9023,3.3736,4.4173,0.6926,875,695.35,-4.26,2.86,0,1,1,1,0,1,0,0,0,1,1
774,14.9023,3.3736,4.4173,0.6926,875,695.35,-4.26,2.86,0,1,1,1,0,1,1,0,0,1,1
775,14.8488,3.3582,4.4216,0.6375,1429,3757.08,-9.56,3.33,1,0,0,0,0,0,1,0,0,1,0
776,14.8488,3.3582,4.4216,0.6375,1429,3757.08,-9.56,3.33,1,0,0,0,0,1,1,0,0,1,0
777,14.7718,3.2997,4.4767,0.6906,973,1002.46,-7.4,3.01,0,0,1,1,1,0,0,0,0,0,1
778,14.7718,3.2997,4.4767,0.6906,973,1002.46,-7.4,3.01,0,0,1,1,1,0,1,0,0,0,1
779,14.7718,3.2997,4.4767,0.6906,973,1002.46,-7.4,3.01,0,0,1,1,1,1,0,0,0,0,1
780,14.7718,3.2997,4.4767,0.6906,973,1002.46,-7.4,3.01,0,0,1,1,1,1,1,0,0,0,1
781,14.7712,3.377,4.3741,0.6941,876,688.38,-4.13,2.86,0,1,1,1,0,0,0,0,0,1,0
782,14.7712,3.377,4.3741,0.6941,876,688.38,-4.13,2.86,0,1,1,1,0,0,1,0,0,1,0
783,14.7712,3.377,4.3741,0.6941,876,688.38,-4.13,2.86,0,1,1,1,0,1,0,0,0,1,0
784,14.7712,3.377,4.3741,0.6941,876,688.38,-4.13,2.86,0,1,1,1,0,1,1,0,0,1,0
785,14.7278,1.901,7.7475,0.6704,1250,4544.06,-38.93,3.89,0,0,0,0,1,0,1,0,1,0,0
786,14.7278,1.901,7.7475,0.6704,1250,4544.06,-38.93,3.89,0,0,0,0,1,1,1,0,1,0,0
787,14.7256,3.1356,4.6962,0.6477,1408,3187.18,-15.63,3.12,0,0,0,0,0,0,1,0,1,1,0
788,14.7256,3.1356,4.6962,0.6477,1408,3187.18,-15.63,3.12,0,0,0,0,0,1,1,0,1,1,0
789,14.7031,3.4335,4.2823,0.6471,1414,4295.5,-8.28,3.36,0,0,0,0,0,0,1,0,0,1,1
790,14.7031,3.4335,4.2823,0.6471,1414,4295.5,-8.28,3.36,0,0,0,0,0,1,1,0,0,1,1
791,14.6958,3.2559,4.5137,0.6952,830,621.91,-5.2,2.78,1,1,1,1,1,0,0,1,0,1,0
792,14.6958,3.2559,4.5137,0.6952,830,621.91,-5.2,2.78,1,1,1,1,1,0,0,1,0,1,1
793,14.6958,3.2559,4.5137,0.6952,830,621.91,-5.2,2.78,1,1,1,1,1,0,1,1,0,1,0
794,14.6958,3.2559,4.5137,0.6952,830,621.91,-5.2,2.78,1,1,1,1,1,0,1,1,0,1,1
795,14.6958,3.2559,4.5137,0.6952,830,621.91,-5.2,2.78,1,1,1,1,1,1,0,1,0,1,0
796,14.6958,3.2559,4.5137,0.6952,830,621.91,-5.2,2.78,1,1,1,1,1,1,0,1,0,1,1
797,14.6958,3.2559,4.5137,0.6952,830,621.91,-5.2,2.78,1,1,1,1,1,1,1,1,0,1,0
798,14.6958,3.2559,4.5137,0.6952,830,621.91,-5.2,2.78,1,1,1,1,1,1,1,1,0,1,1
799,14.6865,3.2741,4.4856,0.6823,941,963.05,-7.31,2.93,1,0,1,1,1,0,0,0,0,0,1
800,14.6865,3.2741,4.4856,0.6823,941,963.05,-7.31,2.93,1,0,1,1,1,0,1,0,0,0,1
801,14.6865,3.2741,4.4856,0.6823,941,963.05,-7.31,2.93,1,0,1,1,1,1,0,0,0,0,1
802,14.6865,3.2741,4.4856,0.6823,941,963.05,-7.31,2.93,1,0,1,1,1,1,1,0,0,0,1
803,14.6821,3.4372,4.2715,0.7113,949,804.36,-4.7,2.81,0,0,1,1,0,0,0,1,0,1,0
804,14.6821,3.4372,4.2715,0.7113,949,804.36,-4.7,2.81,0,0,1,1,0,0,0,1,0,1,1
805,14.6821,3.4372,4.2715,0.7113,949,804.36,-4.7,2.81,0,0,1,1,0,0,1,1,0,1,0
806,14.6821,3.4372,4.2715,0.7113,949,804.36,-4.7,2.81,0,0,1,1,0,0,1,1,0,1,1
807,14.6821,3.4372,4.2715,0.7113,949,804.36,-4.7,2.81,0,0,1,1,0,1,0,1,0,1,0
808,14.6821,3.4372,4.2715,0.7113,949,804.36,-4.7,2.81,0,0,1,1,0,1,0,1,0,1,1
809,14.6821,3.4372,4.2715,0.7113,949,804.36,-4.7,2.81,0,0,1,1,0,1,1,1,0,1,0
810,14.6821,3.4372,4.2715,0.7113,949,804.36,-4.7,2.81,0,0,1,1,0,1,1,1,0,1,1
811,14.624,3.2557,4.4919,0.6852,972,1053.02,-6.87,2.94,1,0,1,1,0,0,0,0,0,0,1
812,14.624,3.2557,4.4919,0.6852,972,1053.02,-6.87,2.94,1,0,1,1,0,0,1,0,0,0,1
813,14.624,3.2557,4.4919,0.6852,972,1053.02,-6.87,2.94,1,0,1,1,0,1,0,0,0,0,1
814,14.624,3.2557,4.4919,0.6852,972,1053.02,-6.87,2.94,1,0,1,1,0,1,1,0,0,0,1
815,14.6084,3.1286,4.6694,0.6788,881,881.18,-6.75,3.0,1,1,1,1,0,0,0,0,0,0,1
816,14.6084,3.1286,4.6694,0.6788,881,881.18,-6.75,3.0,1,1,1,1,0,0,1,0,0,0,1
817,14.6084,3.1286,4.6694,0.6788,881,881.18,-6.75,3.0,1,1,1,1,0,1,0,0,0,0,1
818,14.6084,3.1286,4.6694,0.6788,881,881.18,-6.75,3.0,1,1,1,1,0,1,1,0,0,0,1
819,14.5765,2.9719,4.9049,0.6473,1378,3236.9,-14.9,3.11,0,0,0,0,0,0,0,0,1,1,1
820,14.5765,2.9719,4.9049,0.6473,1378,3236.9,-14.9,3.11,0,0,0,0,0,1,0,0,1,1,1
821,14.5727,3.2831,4.4387,0.6899,977,1001.22,-7.4,3.01,0,0,1,1,1,0,0,0,0,0,0
822,14.5727,3.2831,4.4387,0.6899,977,1001.22,-7.4,3.01,0,0,1,1,1,0,1,0,0,0,0
823,14.5727,3.2831,4.4387,0.6899,977,1001.22,-7.4,3.01,0,0,1,1,1,1,0,0,0,0,0
824,14.5727,3.2831,4.4387,0.6899,977,1001.22,-7.4,3.01,0,0,1,1,1,1,1,0,0,0,0
825,14.5699,3.297,4.4191,0.6882,850,650.43,-5.27,2.79,1,1,1,1,1,0,0,0,0,1,1
826,14.5699,3.297,4.4191,0.6882,850,650.43,-5.27,2.79,1,1,1,1,1,0,1,0,0,1,1
827,14.5699,3.297,4.4191,0.6882,850,650.43,-5.27,2.79,1,1,1,1,1,1,0,0,0,1,1
828,14.5699,3.297,4.4191,0.6882,850,650.43,-5.27,2.79,1,1,1,1,1,1,1,0,0,1,1
829,14.5675,3.3283,4.3768,0.6418,1421,3562.36,-9.56,3.34,1,0,0,0,0,0,0,0,0,1,0
830,14.5675,3.3283,4.3768,0.6418,1421,3562.36,-9.56,3.34,1,0,0,0,0,1,0,0,0,1,0
831,14.5177,3.1295,4.6389,0.6811,875,789.71,-7.17,3.06,0,1,1,1,1,0,0,0,0,0,1
832,14.5177,3.1295,4.6389,0.6811,875,789.71,-7.17,3.06,0,1,1,1,1,0,1,0,0,0,1
833,14.5177,3.1295,4.6389,0.6811,875,789.71,-7.17,3.06,0,1,1,1,1,1,0,0,0,0,1
834,14.5177,3.1295,4.6389,0.6811,875,789.71,-7.17,3.06,0,1,1,1,1,1,1,0,0,0,1
835,14.4845,3.3574,4.3142,0.7032,913,716.17,-5.03,2.73,1,0,1,1,1,0,0,1,0,1,0
836,14.4845,3.3574,4.3142,0.7032,913,716.17,-5.03,2.73,1,0,1,1,1,0,0,1,0,1,1
837,14.4845,3.3574,4.3142,0.7032,913,716.17,-5.03,2.73,1,0,1,1,1,0,1,1,0,1,0
838,14.4845,3.3574,4.3142,0.7032,913,716.17,-5.03,2.73,1,0,1,1,1,0,1,1,0,1,1
839,14.4845,3.3574,4.3142,0.7032,913,716.17,-5.03,2.73,1,0,1,1,1,1,0,1,0,1,0
840,14.4845,3.3574,4.3142,0.7032,913,716.17,-5.03,2.73,1,0,1,1,1,1,0,1,0,1,1
841,14.4845,3.3574,4.3142,0.7032,913,716.17,-5.03,2.73,1,0,1,1,1,1,1,1,0,1,0
842,14.4845,3.3574,4.3142,0.7032,913,716.17,-5.03,2.73,1,0,1,1,1,1,1,1,0,1,1
843,14.4689,3.2605,4.4376,0.6812,941,953.03,-7.31,2.93,1,0,1,1,1,0,0,0,0,0,0
844,14.4689,3.2605,4.4376,0.6812,941,953.03,-7.31,2.93,1,0,1,1,1,0,1,0,0,0,0
845,14.4689,3.2605,4.4376,0.6812,941,953.03,-7.31,2.93,1,0,1,1,1,1,0,0,0,0,0
846,14.4689,3.2605,4.4376,0.6812,941,953.03,-7.31,2.93,1,0,1,1,1,1,1,0,0,0,0
847,14.467,3.2289,4.4805,0.6436,1448,4954.9,-8.42,3.33,0,1,0,0,0,0,0,0,0,0,0
848,14.467,3.2289,4.4805,0.6436,1448,4954.9,-8.42,3.33,0,1,0,0,0,1,0,0,0,0,0
849,14.4479,3.2521,4.4426,0.6848,974,1047.59,-6.87,2.93,1,0,1,1,0,0,0,0,0,0,0
850,14.4479,3.2521,4.4426,0.6848,974,1047.59,-6.87,2.93,1,0,1,1,0,0,1,0,0,0,0
851,14.4479,3.2521,4.4426,0.6848,974,1047.59,-6.87,2.93,1,0,1,1,0,1,0,0,0,0,0
852,14.4479,3.2521,4.4426,0.6848,974,1047.59,-6.87,2.93,1,0,1,1,0,1,1,0,0,0,0
853,14.4333,3.2423,4.4516,0.6931,831,617.37,-5.28,2.79,1,1,1,1,0,0,0,1,0,1,0
854,14.4333,3.2423,4.4516,0.6931,831,617.37,-5.28,2.79,1,1,1,1,0,0,0,1,0,1,1
855,14.4333,3.2423,4.4516,0.6931,831,617.37,-5.28,2.79,1,1,1,1,0,0,1,1,0,1,0
856,14.4333,3.2423,4.4516,0.6931,831,617.37,-5.28,2.79,1,1,1,1,0,0,1,1,0,1,1
857,14.4333,3.2423,4.4516,0.6931,831,617.37,-5.28,2.79,1,1,1,1,0,1,0,1,0,1,0
858,14.4333,3.2423,4.4516,0.6931,831,617.37,-5.28,2.79,1,1,1,1,0,1,0,1,0,1,1
859,14.4333,3.2423,4.4516,0.6931,831,617.37,-5.28,2.79,1,1,1,1,0,1,1,1,0,1,0
860,14.4333,3.2423,4.4516,0.6931,831,617.37,-5.28,2.79,1,1,1,1,0,1,1,1,0,1,1
861,14.3767,3.1269,4.5977,0.6737,849,809.56,-7.33,3.01,1,1,1,1,1,0,0,0,0,0,1
862,14.3767,3.1269,4.5977,0.6737,849,809.56,-7.33,3.01,1,1,1,1,1,0,1,0,0,0,1
863,14.3767,3.1269,4.5977,0.6737,849,809.56,-7.33,3.01,1,1,1,1,1,1,0,0,0,0,1
864,14.3767,3.1269,4.5977,0.6737,849,809.56,-7.33,3.01,1,1,1,1,1,1,1,0,0,0,1
865,14.3012,2.88,4.9657,0.6481,1327,2775.39,-14.9,3.21,1,0,0,0,0,0,0,0,1,1,1
866,14.3012,2.88,4.9657,0.6481,1327,2775.39,-14.9,3.21,1,0,0,0,0,1,0,0,1,1,1
867,14.3006,3.4202,4.1812,0.641,1426,3892.54,-9.56,3.31,0,0,0,0,0,0,1,0,0,1,0
868,14.3006,3.4202,4.1812,0.641,1426,3892.54,-9.56,3.31,0,0,0,0,0,1,1,0,0,1,0
869,14.2903,3.1535,4.5316,0.6481,1472,5433.6,-8.84,3.3,0,0,0,0,0,0,0,0,0,0,0
870,14.2903,3.1535,4.5316,0.6481,1472,5433.6,-8.84,3.3,0,0,0,0,0,1,0,0,0,0,0
871,14.2712,3.3519,4.2577,0.7009,916,706.97,-4.94,2.74,1,0,1,1,0,0,0,1,0,1,0
872,14.2712,3.3519,4.2577,0.7009,916,706.97,-4.94,2.74,1,0,1,1,0,0,0,1,0,1,1
873,14.2712,3.3519,4.2577,0.7009,916,706.97,-4.94,2.74,1,0,1,1,0,0,1,1,0,1,0
874,14.2712,3.3519,4.2577,0.7009,916,706.97,-4.94,2.74,1,0,1,1,0,0,1,1,0,1,1
875,14.2712,3.3519,4.2577,0.7009,916,706.97,-4.94,2.74,1,0,1,1,0,1,0,1,0,1,0
876,14.2712,3.3519,4.2577,0.7009,916,706.97,-4.94,2.74,1,0,1,1,0,1,0,1,0,1,1
877,14.2712,3.3519,4.2577,0.7009,916,706.97,-4.94,2.74,1,0,1,1,0,1,1,1,0,1,0
878,14.2712,3.3519,4.2577,0.7009,916,706.97,-4.94,2.74,1,0,1,1,0,1,1,1,0,1,1
879,14.2648,3.1051,4.594,0.6757,882,866.53,-6.75,3.0,1,1,1,1,0,0,0,0,0,0,0
880,14.2648,3.1051,4.594,0.6757,882,866.53,-6.75,3.0,1,1,1,1,0,0,1,0,0,0,0
881,14.2648,3.1051,4.594,0.6757,882,866.53,-6.75,3.0,1,1,1,1,0,1,0,0,0,0,0
882,14.2648,3.1051,4.594,0.6757,882,866.53,-6.75,3.0,1,1,1,1,0,1,1,0,0,0,0
883,14.2205,3.1114,4.5705,0.6803,879,790.58,-7.17,3.05,0,1,1,1,1,0,0,0,0,0,0
884,14.2205,3.1114,4.5705,0.6803,879,790.58,-7.17,3.05,0,1,1,1,1,0,1,0,0,0,0
885,14.2205,3.1114,4.5705,0.6803,879,790.58,-7.17,3.05,0,1,1,1,1,1,0,0,0,0,0
886,14.2205,3.1114,4.5705,0.6803,879,790.58,-7.17,3.05,0,1,1,1,1,1,1,0,0,0,0
887,14.1972,3.2595,4.3556,0.6874,851,634.55,-5.38,2.79,1,1,1,1,1,0,0,0,0,1,0
888,14.1972,3.2595,4.3556,0.6874,851,634.55,-5.38,2.79,1,1,1,1,1,0,1,0,0,1,0
889,14.1972,3.2595,4.3556,0.6874,851,634.55,-5.38,2.79,1,1,1,1,1,1,0,0,0,1,0
890,14.1972,3.2595,4.3556,0.6874,851,634.55,-5.38,2.79,1,1,1,1,1,1,1,0,0,1,0
891,14.1892,3.1871,4.4521,0.6396,1451,4678.81,-9.56,3.28,0,1,0,0,0,0,0,0,0,1,0
892,14.1892,3.1871,4.4521,0.6396,1451,4678.81,-9.56,3.28,0,1,0,0,0,1,0,0,0,1,0
893,14.1505,3.1519,4.4895,0.6472,1474,5426.11,-8.84,3.29,0,0,0,0,0,0,1,0,0,0,0
894,14.1505,3.1519,4.4895,0.6472,1474,5426.11,-8.84,3.29,0,0,0,0,0,1,1,0,0,0,0
895,14.11,3.1017,4.5491,0.6718,850,797.36,-7.33,3.02,1,1,1,1,1,0,0,0,0,0,0
896,14.11,3.1017,4.5491,0.6718,850,797.36,-7.33,3.02,1,1,1,1,1,0,1,0,0,0,0
897,14.11,3.1017,4.5491,0.6718,850,797.36,-7.33,3.02,1,1,1,1,1,1,0,0,0,0,0
898,14.11,3.1017,4.5491,0.6718,850,797.36,-7.33,3.02,1,1,1,1,1,1,1,0,0,0,0
899,14.1021,3.4184,4.1253,0.6586,1535,2403.67,-6.31,2.86,1,0,0,1,1,0,0,0,0,0,1
900,14.1021,3.4184,4.1253,0.6586,1535,2403.67,-6.31,2.86,1,0,0,1,1,1,0,0,0,0,1
901,14.0964,3.1926,4.4153,0.6566,1421,5212.71,-8.31,3.42,0,0,0,0,0,0,1,1,0,0,0
902,14.0964,3.1926,4.4153,0.6566,1421,5212.71,-8.31,3.42,0,0,0,0,0,0,1,1,0,0,1
903,14.0964,3.1926,4.4153,0.6566,1421,5212.71,-8.31,3.42,0,0,0,0,0,1,1,1,0,0,0
904,14.0964,3.1926,4.4153,0.6566,1421,5212.71,-8.31,3.42,0,0,0,0,0,1,1,1,0,0,1
905,14.088,1.8554,7.5931,0.6642,1221,4420.19,-38.4,3.9,0,0,0,0,1,0,0,0,1,0,1
906,14.088,1.8554,7.5931,0.6642,1221,4420.19,-38.4,3.9,0,0,0,0,1,1,0,0,1,0,1
907,14.0637,3.4164,4.1165,0.6483,1430,3942.47,-8.34,3.33,0,0,0,0,0,0,0,0,0,1,1
908,14.0637,3.4164,4.1165,0.6483,1430,3942.47,-8.34,3.33,0,0,0,0,0,1,0,0,0,1,1
909,14.0156,3.0826,4.5467,0.693,912,855.68,-7.67,2.86,1,0,1,1,1,0,0,1,0,0,0
910,14.0156,3.0826,4.5467,0.693,912,855.68,-7.67,2.86,1,0,1,1,1,0,0,1,0,0,1
911,14.0156,3.0826,4.5467,0.693,912,855.68,-7.67,2.86,1,0,1,1,1,0,1,1,0,0,0
912,14.0156,3.0826,4.5467,0.693,912,855.68,-7.67,2.86,1,0,1,1,1,0,1,1,0,0,1
913,14.0156,3.0826,4.5467,0.693,912,855.68,-7.67,2.86,1,0,1,1,1,1,0,1,0,0,0
914,14.0156,3.0826,4.5467,0.693,912,855.68,-7.67,2.86,1,0,1,1,1,1,0,1,0,0,1
915,14.0156,3.0826,4.5467,0.693,912,855.68,-7.67,2.86,1,0,1,1,1,1,1,1,0,0,0
916,14.0156,3.0826,4.5467,0.693,912,855.68,-7.67,2.86,1,0,1,1,1,1,1,1,0,0,1
